28	0.740189
29	0.991069
30	2.11541
31	0.924276
32	0.639712
33	2.19365
34	0.987195
35	0.383473
36	2.15987
37	1.18733
38	0.184097
39	2.09664
40	1.3318
41	0.160426
42	1.92165
43	1.56316
44	0.84586
45	1.46194
46	1.85007
47	0.752445
48	1.10919
0	0
1	2
2	1.54336
3	0.736426
4	1.30386
5	2.00598
6	0.937988
7	0.58408
8	2.18804
9	1.15897
10	0.242131
11	1.98529
12	1.54836
13	0.707213
14	1.28794
15	2.0119
16	0.973794
17	0.547259
18	2.21195
19	1.12044
20	0.300547
21	1.97729
22	1.55177
23	0.690988
24	1.28527
25	2.01091
26	0.995366
27	0.523391
28	2.24183
29	1.06226
30	0.286745
31	1.97934
32	1.55186
33	0.695883
34	1.29643
35	2.00569
36	0.986368
37	0.53065
38	2.24632
39	1.05045
40	0.30226
41	1.97703
42	1.55301
43	0.691339
44	1.29716
45	2.00457
46	0.991293
47	0.524893
48	2.25718
0	0
1	2
2	1.60754
3	0.8069
4	0.982809
5	2.1426
6	1.13679
7	0.328974
8	1.88201
9	1.70564
10	0.837563
11	0.761683
12	2.1793
13	1.21696
14	0.421153
15	1.78272
16	1.7792
17	0.883202
18	0.559823
19	2.1842
20	1.29583
21	0.443379
22	1.72654
23	1.81618
24	0.933231
25	0.42137
26	2.19169
27	1.32022
28	0.519486
29	1.63729
30	1.87193
31	0.955562
32	0.306609
33	2.17971
34	1.36352
35	0.569175
36	1.52878
37	1.93348
38	0.991656
39	0.217407
40	2.15844
41	1.4073
42	0.631009
43	1.39225
44	2.00189
45	1.02671
46	0.141702
47	2.12085
48	1.46502
0	0
1	2
2	1.67061
3	0.898111
4	0.725562
5	2.14904
6	1.39532
7	0.58236
8	1.20765
9	2.08751
10	1.23783
11	0.2994
12	1.59856
13	1.94626
14	1.091
15	0.165872
16	1.99311
17	1.67393
18	0.889637
19	0.703566
20	2.15439
21	1.39712
22	0.577882
23	1.24583
24	2.07147
25	1.23502
26	0.279352
27	1.57285
28	1.95902
29	1.10736
30	0.202641
31	1.98971
32	1.67546
33	0.885284
34	0.690568
35	2.15508
36	1.40174
37	0.576972
38	1.26804
39	2.06165
40	1.23362
41	0.263842
42	1.52966
43	1.97723
44	1.13622
45	0.187674
46	1.99118
47	1.67459
48	0.886974
0	0
1	2
2	1.73205
3	1
4	0.57735
5	1.91485
6	1.78377
7	0.904534
8	0.723747
9	1.86445
10	1.82449
11	0.819288
12	0.699458
13	1.8737
14	1.82333
15	0.821873
16	0.738975
17	1.85847
18	1.83508
19	0.795285
20	0.725562
21	1.86375
22	1.83271
23	0.800741
24	0.746542
25	1.85544
26	1.83898
27	0.786218
28	0.73695
29	1.85928
30	1.8369
31	0.791074
32	0.750749
33	1.85375
34	1.84103
35	0.781403
36	0.743305
37	1.85674
38	1.83927
39	0.785537
40	0.753412
41	1.85267
42	1.8423
43	0.77841
44	0.747353
45	1.85512
46	1.8408
47	0.781953
48	0.755248
0	0
1	2
2	1.79138
3	1.10575
4	0.566301
5	1.35916
6	2.17662
7	1.18947
8	0.739327
9	0.664772
10	2.33089
11	1.35006
12	0.877137
13	0.245788
14	2.17082
15	1.62793
16	1.02061
17	0.281555
18	1.72441
19	1.98013
20	1.17645
21	0.704328
22	0.979859
23	2.31487
24	1.22427
25	0.789014
26	0.414373
27	2.27184
28	1.49281
29	0.95605
30	0.0898302
31	1.99798
32	1.79268
33	1.10398
34	0.561869
35	1.35585
36	2.17751
37	1.19185
38	0.744383
39	0.661186
40	2.33454
41	1.3454
42	0.874577
43	0.233744
44	2.17064
45	1.62871
46	1.02287
47	0.263566
48	1.73252
0	0
1	2
2	1.84819
3	1.21097
4	0.663201
5	0.799477
6	2.27419
7	1.4963
8	1.00495
9	0.317438
10	1.55711
11	2.10891
12	1.30591
13	0.824999
14	0.278522
15	2.18848
16	1.67843
17	1.13585
18	0.515588
19	1.15253
20	2.22472
21	1.42014
22	0.92399
23	0.130961
24	1.86118
25	1.94544
26	1.24386
27	0.728747
28	0.586655
29	2.27683
30	1.54509
31	1.05291
32	0.402319
33	1.41634
34	2.16272
35	1.33894
36	0.857388
37	0.118518
38	2.11075
39	1.75656
40	1.17555
41	0.58945
42	0.995453
43	2.25189
44	1.45615
45	0.959873
46	0.218245
47	1.71236
48	2.0331
0	0
1	2
2	1.90211
3	1.31286
4	0.811393
5	0.49353
6	1.93815
7	1.95191
8	1.25094
9	0.790694
10	0.597574
11	1.90864
12	1.97773
13	1.21639
14	0.780371
15	0.544034
16	1.92458
17	1.9643
18	1.23458
19	0.785706
20	0.565816
21	1.91829
22	1.96954
23	1.22754
24	0.783615
25	0.54149
26	1.9253
27	1.96358
28	1.23554
29	0.785993
30	0.556164
31	1.92111
32	1.9671
33	1.23083
34	0.784587
35	0.541737
36	1.92523
37	1.96361
38	1.2355
39	0.785982
40	0.552518
41	1.92217
42	1.9662
43	1.23204
44	0.784948
45	0.542339
46	1.92506
47	1.96374
48	1.23532
0	0
1	2
2	1.95281
3	1.40961
4	0.976329
5	0.494188
6	1.00211
7	2.35911
8	1.50933
9	1.23678
10	0.68054
11	0.264117
12	2.1276
13	1.85681
14	1.38145
15	0.91418
16	0.376842
17	1.20367
18	2.30797
19	1.49952
20	1.19177
21	0.685342
22	0.370524
23	2.23369
24	1.76091
25	1.35896
26	0.849315
27	0.256254
28	1.41114
29	2.24317
30	1.48234
31	1.1466
32	0.671599
33	0.458708
34	2.32308
35	1.66494
36	1.34018
37	0.784363
38	0.163274
39	1.64025
40	2.15348
41	1.45415
42	1.09341
43	0.614005
44	0.614203
45	2.3646
46	1.59979
47	1.31081
48	0.743366
0	0
1	2
2	2
3	1.5
4	1.14261
5	0.666667
6	0.437595
7	1.95154
8	2.0442
9	1.44751
10	1.16189
11	0.613141
12	0.543543
13	1.92472
14	2.07099
15	1.4116
16	1.18418
17	0.562224
18	0.520364
19	1.93112
20	2.06579
21	1.41665
22	1.18691
23	0.562905
24	0.549527
25	1.92302
26	2.07383
27	1.40586
28	1.19327
29	0.546702
30	0.538044
31	1.92627
32	2.07093
33	1.4092
34	1.19295
35	0.54978
36	0.553808
37	1.9218
38	2.07535
39	1.40332
40	1.19626
41	0.540914
42	0.545882
43	1.92406
44	2.07326
45	1.40584
46	1.19563
47	0.543759
48	0.556326
0	0
1	2
2	2.04342
3	1.5832
4	1.30303
5	0.877439
6	0.472473
7	0.65221
8	2.34689
9	1.75543
10	1.54844
11	1.13698
12	0.728761
13	0.263586
14	1.31965
15	2.33306
16	1.6159
17	1.45742
18	1.01023
19	0.617006
20	0.139329
21	1.99514
22	2.04794
23	1.57809
24	1.3055
25	0.873934
26	0.465951
27	0.623615
28	2.35025
29	1.75532
30	1.55123
31	1.13798
32	0.73647
33	0.250633
34	1.36567
35	2.30749
36	1.63109
37	1.44445
38	1.0138
39	0.60491
40	0.170911
41	1.99268
42	2.05027
43	1.5754
44	1.30693
45	0.871872
46	0.463328
47	0.609651
48	2.35384
0	0
1	2
2	2.08285
3	1.65864
4	1.45358
5	1.08615
6	0.724905
7	0.371888
8	0.870186
9	2.44388
10	1.68652
11	1.65346
12	1.23033
13	0.925389
14	0.525485
15	0.191683
16	1.99079
17	2.09187
18	1.64831
19	1.46041
20	1.07797
21	0.725047
22	0.350732
23	0.811685
24	2.45104
25	1.69209
26	1.65092
27	1.242
28	0.928547
29	0.55113
30	0.230353
31	1.98669
32	2.09583
33	1.64388
34	1.46303
35	1.07492
36	0.7242
37	0.338526
38	0.751622
39	2.45176
40	1.70624
41	1.64079
42	1.26102
43	0.929652
44	0.579874
45	0.210625
46	1.98888
47	2.0936
48	1.64659
0	0
1	2
2	2.11809
3	1.72589
4	1.59157
5	1.28075
6	0.995213
7	0.654173
8	0.34189
9	0.731171
10	2.44265
11	1.7668
12	1.76552
13	1.41218
14	1.18597
15	0.837301
16	0.506865
17	0.171826
18	1.69092
19	2.28383
20	1.68674
21	1.66799
22	1.29959
23	1.05557
24	0.701959
25	0.39089
26	0.362507
27	2.37729
28	1.84923
29	1.77206
30	1.46221
31	1.22572
32	0.888083
33	0.560411
34	0.23462
35	1.38848
36	2.38391
37	1.69238
38	1.70963
39	1.33592
40	1.09944
41	0.748442
42	0.426432
43	0.138928
44	2.22438
45	1.97073
46	1.75531
47	1.52262
48	1.25549
0	0
1	2
2	2.14896
3	1.78464
4	1.71497
5	1.45587
6	1.2501
7	0.969544
8	0.68992
9	0.39697
10	0.31461
11	1.9751
12	2.17513
13	1.75438
14	1.7412
15	1.4276
16	1.26794
17	0.947453
18	0.692246
19	0.369559
20	0.388356
21	1.96193
22	2.18944
23	1.73706
24	1.75745
25	1.40868
26	1.28253
27	0.928273
28	0.701375
29	0.34277
30	0.368697
31	1.96572
32	2.18549
33	1.74151
34	1.75396
35	1.41204
36	1.28159
37	0.929116
38	0.705165
39	0.342879
40	0.388944
41	1.96182
42	2.18973
43	1.73637
44	1.75876
45	1.40644
46	1.28589
47	0.923318
48	0.707909
0	0
1	2
2	2.17533
3	1.83467
4	1.8221
5	1.60828
6	1.47878
7	1.2586
8	1.05741
9	0.816669
10	0.575027
11	0.329722
12	0.280586
13	1.98022
14	2.19656
15	1.81016
16	1.845
17	1.58394
18	1.49797
19	1.23779
20	1.06907
21	0.800727
22	0.575082
23	0.307795
24	0.345894
25	1.96986
26	2.20795
27	1.79656
28	1.85836
29	1.56891
30	1.51109
31	1.22254
32	1.08013
33	0.785745
34	0.581581
35	0.286395
36	0.327648
37	1.97298
38	2.20461
39	1.80038
40	1.85496
41	1.57235
42	1.50884
43	1.22467
44	1.08013
45	0.785882
46	0.585171
47	0.28648
48	0.345484
0	0
1	2
2	2.19706
3	1.87581
4	1.91162
5	1.73568
6	1.67453
7	1.50772
8	1.38569
9	1.20788
10	1.04379
11	0.851815
12	0.660542
13	0.458778
14	0.262908
15	0.244303
16	1.98502
17	2.2134
18	1.85696
19	1.93018
20	1.71604
21	1.69208
22	1.48937
23	1.40013
24	1.19232
25	1.05335
26	0.839777
27	0.663354
28	0.448958
29	0.249776
30	0.298885
31	1.97754
32	2.2217
33	1.8472
34	1.94008
35	1.70521
36	1.70221
37	1.47833
38	1.40953
39	1.1818
40	1.0609
41	0.830536
42	0.667142
43	0.441837
44	0.241343
45	0.276324
46	1.98082
47	2.21808
48	1.85141
0	0
1	2
2	2.21407
3	1.90792
4	1.98241
5	1.8364
6	1.83216
7	1.70893
8	1.65744
9	1.53448
10	1.44889
11	1.31942
12	1.20785
13	1.06998
14	0.938793
15	0.792873
16	0.647903
17	0.495956
18	0.34397
19	0.196056
20	0.20491
21	1.98948
22	2.22569
23	1.89454
24	1.99609
25	1.82193
26	1.84611
27	1.69448
28	1.67063
29	1.52087
30	1.4605
31	1.3073
32	1.21718
33	1.05979
34	0.945204
35	0.784791
36	0.650756
37	0.489412
38	0.34191
39	0.183924
40	0.252018
41	1.98406
42	2.23174
43	1.88747
44	2.00346
45	1.81397
46	1.854
47	1.68606
48	1.67864
0	0
1	2
2	2.22627
3	1.93092
4	2.03359
5	1.90919
6	1.94768
7	1.85656
8	1.86047
9	1.77937
10	1.75952
11	1.68048
12	1.6423
13	1.56184
14	1.50869
15	1.42517
16	1.35949
17	1.27218
18	1.19598
19	1.10471
20	1.01976
21	0.92466
22	0.832628
23	0.734112
24	0.636606
25	0.535309
26	0.434002
27	0.330993
28	0.228417
29	0.129908
30	0.184666
31	2.55302
32	2.31775
33	1.717
34	1.85656
35	1.74906
36	1.85294
37	1.77925
38	1.83058
39	1.74919
40	1.75924
41	1.66722
42	1.64971
43	1.55244
44	1.51673
45	1.41679
46	1.3668
47	1.26461
48	1.20228
0	0
1	2
2	2.23362
3	1.94475
4	2.06455
5	1.9532
6	2.01817
7	1.9467
8	1.98591
9	1.93094
10	1.95463
11	1.90795
12	1.92083
13	1.87866
14	1.88327
15	1.84354
16	1.84143
17	1.80291
18	1.79511
19	1.75702
20	1.74425
21	1.70608
22	1.68888
23	1.65027
24	1.62908
25	1.58979
26	1.56496
27	1.52483
28	1.49667
29	1.45559
30	1.42436
31	1.38226
32	1.34821
33	1.30507
34	1.26842
35	1.22422
36	1.1852
37	1.13995
38	1.09876
39	1.05249
40	1.00933
41	0.962083
42	0.917157
43	0.868985
44	0.82248
45	0.773483
46	0.726379
47	0.699159
48	1.15478
0	0
1	2
2	2.23607
3	1.94936
4	2.07491
5	1.96793
6	2.04186
7	1.977
8	2.02834
9	1.98223
10	2.02115
11	1.9856
12	2.01673
13	1.98794
14	2.01377
15	1.98965
16	2.01166
17	1.99096
18	2.01008
19	1.99198
20	2.00886
21	1.99281
22	2.00789
23	1.99349
24	2.0071
25	1.99405
26	2.00645
27	1.99453
28	2.0059
29	1.99495
30	2.00543
31	1.9953
32	2.00503
33	1.99561
34	2.00468
35	1.99589
36	2.00438
37	1.99613
38	2.00411
39	1.99635
40	2.00387
41	1.99655
42	2.00365
43	1.99672
44	2.00346
45	1.99688
46	2.00328
47	1.99703
48	2.00312
